id_Location,id_Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
CoffsHarbour,2009-01-01,16.1,31.4,0.0,7.4,11.4,54.0,7.0,37.0,51.0,58.0,1005.9,1002.3,1.0,5.0,26.5,28.4,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,-0.982973,-0.18375,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-02,22.8,24.7,0.0,8.0,0.2,56.0,35.0,15.0,68.0,67.0,1010.9,1011.4,7.0,7.0,23.4,24.4,0.0,1.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-03,20.0,24.1,4.6,3.4,0.2,35.0,20.0,19.0,70.0,59.0,1019.3,1018.8,8.0,7.0,21.7,23.7,1.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-04,14.8,25.0,0.8,3.0,12.6,24.0,7.0,17.0,62.0,45.0,1019.5,1017.0,5.0,2.0,22.5,24.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,0.961826,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-05,15.5,27.3,0.0,6.6,13.1,41.0,7.0,30.0,54.0,62.0,1015.7,1012.7,1.0,6.0,24.6,26.1,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.092268,-0.995734,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-06,19.8,30.2,0.0,5.4,13.4,54.0,24.0,39.0,55.0,58.0,1012.9,1011.0,0.0,1.0,27.1,27.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,0.092268,-0.995734,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-07,22.7,29.6,0.0,8.0,9.8,56.0,20.0,37.0,60.0,66.0,1012.3,1009.7,5.0,5.0,26.7,27.1,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,0.932472,0.361242,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-08,22.7,29.2,0.0,6.4,1.9,44.0,9.0,20.0,70.0,71.0,1009.4,1008.8,7.0,8.0,25.8,26.4,0.0,1.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.092268,-0.995734,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-09,19.5,21.4,7.8,4.2,0.2,56.0,26.0,28.0,85.0,73.0,1015.7,1015.9,8.0,8.0,20.0,21.1,1.0,1.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-10,16.9,24.2,3.2,2.6,12.0,30.0,20.0,15.0,59.0,47.0,1015.5,1013.5,2.0,2.0,21.2,23.3,1.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,0.526432,0.092268,0.995734,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-11,13.7,25.5,0.0,6.2,12.2,26.0,13.0,15.0,55.0,63.0,1013.7,1012.0,2.0,2.0,23.2,24.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,0.092268,0.995734,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-12,17.5,27.4,0.0,5.6,12.0,31.0,11.0,19.0,67.0,63.0,1014.5,1014.3,5.0,3.0,24.8,26.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-13,17.7,27.0,0.0,5.6,10.8,28.0,15.0,20.0,64.0,62.0,1019.1,1017.2,3.0,1.0,24.2,26.1,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.982973,0.18375,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-14,16.9,27.4,0.0,6.6,13.2,43.0,13.0,30.0,58.0,49.0,1017.8,1015.9,3.0,1.0,24.9,26.1,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,0.961826,0.932472,0.361242,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
CoffsHarbour,2009-01-15,19.1,32.2,0.0,7.6,13.2,61.0,31.0,46.0,50.0,57.0,1013.9,1010.4,0.0,1.0,25.1,27.6,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,0.932472,0.361242,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
