id_Location,id_Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Nhil,2013-03-01,9.8,27.4,0.2,54.0,28.0,30.0,62.0,27.0,1021.2,1019.3,14.3,25.3,0.0,0.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-02,12.6,30.1,0.0,46.0,35.0,19.0,60.0,22.0,1022.7,1019.9,16.0,27.6,0.0,0.0,0.0,1.0,0.0,1.0,0.092268,-0.995734,-0.602635,-0.798017,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-03,13.7,30.6,0.0,50.0,22.0,20.0,51.0,26.0,1021.0,1017.8,18.9,29.4,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,0.445738,0.895163,0.739009,-0.673696,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-04,16.9,32.4,0.0,48.0,20.0,17.0,52.0,23.0,1018.9,1015.9,21.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,0.445738,0.895163,0.739009,-0.673696,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-05,18.9,34.2,0.0,54.0,28.0,20.0,48.0,25.0,1016.9,1014.5,22.3,32.6,0.0,0.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,0.445738,0.895163,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-06,19.4,35.2,0.4,28.0,17.0,9.0,41.0,26.0,1015.3,1012.8,23.7,32.7,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,-0.895163,0.445738,0.895163,-0.982973,-0.18375,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-07,21.5,35.2,0.0,33.0,9.0,9.0,45.0,29.0,1015.5,1014.2,24.7,32.8,0.0,0.0,0.0,1.0,0.0,1.0,0.092268,-0.995734,0.739009,0.673696,0.445738,0.895163,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-08,23.1,37.3,0.0,33.0,19.0,11.0,42.0,18.0,1017.1,1014.3,25.7,35.4,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,0.445738,0.895163,0.445738,-0.895163,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-09,20.5,36.5,0.0,43.0,11.0,20.0,33.0,17.0,1015.1,1012.8,26.1,34.4,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,0.526432,0.739009,-0.673696,-0.273663,-0.961826,0,0,0,0,0,0,1,0,0,0,0
Nhil,2013-03-10,21.7,37.7,0.0,30.0,15.0,9.0,44.0,20.0,1015.8,1013.9,25.1,34.6,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,0.092268,0.995734,0,0,0,0,0,0,1,0,0,0,0
